Descrição;Cód. Contabil;Fonte;Órgão;Rubrica;Aplicação;Valor Orçado Atualizado;Valor Orçado;Valor Creditado;Valor Debitado;Valor Arrecadado
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1554";"5000016 - FUNDO MUNIC HABITACAO INTERESSE SOCIAL - FHIS - STN 665";"0,00";"0,00";"18,17";"0,00";"18,17"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1843";"3010019 - FNS - INDICADOR DE DESEMPENHO APS EAPQUALIDADE";"828.000,00";"828.000,00";"1.118.250,00";"0,00";"729.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1407";"3020080 - FNS MAC-EXAMES PRE-NATAL/RCEG STN 600";"0,00";"0,00";"48.501,60";"0,00";"48.501,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"288";"8000111 - FNS MAC - INC. CUSTEIO - PT 7899/25 EM. 40940001 DEP. MARA GABRILLI STN 706";"0,00";"0,00";"500.000,00";"0,00";"500.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"888";"3010081 - FNS AB-REDE BRASIL SEM MISERIA STN 600";"324.000,00";"324.000,00";"351.000,00";"0,00";"270.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1431";"3010042 - FNS AB-PROGRAMA SAUDE NA ESCOLA-PSE STN 600";"281.100,00";"281.100,00";"395.083,23";"45,00";"113.938,23"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"246";"2320000 - FNDE - PNATE ENSINO MEDIO - PROGRAMA NACIONAL TRANSPORTE ESCOLAR - STN 553";"2.000,00";"2.000,00";"12.163,58";"0,00";"20.327,16"
"5 - Transferencias E Convenios Federais - Vinculados";"4.9.9.6.1.02.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"273";"8000016 - FNAS - ESTRUT. REDE SERVIÇOS SUAS (GND3 - BOM PASTOR) -  EM.2021.39950001 DEP. PETERNELLI - STN 706";"0,00";"0,00";"96,24";"0,00";"96,24"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"275";"2940019 - ME/FNDE - NOVO PAC CONSTRUÇÃO DE CRECHE TC Nº 962689/2024 - STN 569";"0,00";"0,00";"11.391,93";"0,00";"11.391,93"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"116";"3120007 - FNAS-EPI/COVIDEPI-ACOES DE COMBATE A COVID-19";"0,00";"0,00";"277,45";"277,45";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"195";"8000100 - FNS MAC - INVESTIMENTO MADRE CECÍLIA EM. 41320003 TABATA AMARAL - PT 5923/24 STN 706";"0,00";"0,00";"172.405,00";"0,00";"172.405,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"63";"2000021 - FNDE - RENDIMENTOS ENS.TEMPO INTEGRAL - ETI (Conta 101780-2) - STN 571";"0,00";"0,00";"159.445,44";"19,51";"159.425,93"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1325";"3030006 - FNS VS-INCENT.FINAN.VIGILANCIA SAUDE-DESP.DIVERSAS STN 600";"638.100,00";"638.100,00";"694.882,03";"0,00";"551.560,09"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"208";"3010026 - FNS AP - REDE ALYNE - BANCOS DE LEITE HUMANO - BLH GND 3 PT 5659/24 STN 600";"0,00";"0,00";"240.000,00";"0,00";"240.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"165";"8000090 - MF - TRANSF.ESP. EC 105/19 GND 4 EM. 202444680006 - RODRIGO GAMBALE - STN 706";"0,00";"0,00";"9.631,74";"2.057,18";"9.631,74"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.08.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1149";"5000042 - BLOCO PROTECAO SOCIAL BASICA - PSB STN 660";"550.000,00";"550.000,00";"850.444,75";"0,00";"336.861,35"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1634";"3020182 - FNS MAC - ONCO HOSPITALAR STN 600";"783.670,00";"783.670,00";"848.975,77";"0,00";"653.057,70"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1141";"3030011 - FNS VS-PROG.QUALIF.ACOES VIGILANCIA SAUDE-PQAVS STN 600";"127.600,00";"127.600,00";"127.600,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"20 - SECRETARIA DE ESPORTES, LAZER E QUALIDADE DE VIDA";"198";"8000090 - MF - TRANSF.ESP. EC 105/19 GND 4 EM. 202444680006 - RODRIGO GAMBALE - STN 706";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1437";"8000056 - FNDE - PLAN  120185 REFORMA ESCOLA EM. 39950003 GEN.PETERNELLI - STN 706";"247.500,00";"247.500,00";"247.500,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"336";"3010030 - FNS AB-PROG.MELHOR.ACESSO QUALID.AT.BASICA-PMAQ AB STN 600";"2.448.000,00";"2.448.000,00";"3.316.245,00";"0,00";"2.086.245,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"22 - SEC. DE DESENVOLVIMENTO, INOVAÇÃO E TURISMO";"1883";"8000074 - MIDR - TRGOV. PR.47710.23 EQUIP.AQ.DE ESCAVADEIRA EM.60110002 MARA GABRILLI STN 706.";"477.500,00";"477.500,00";"861.634,00";"0,00";"384.134,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1536";"2930001 - FNDE-PROG.DINHEIRO DIRETO NA ESCOLA (PDDE) STN 551";"0,00";"0,00";"0,01";"0,01";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"305";"3700001 - FNS GS - ASSIST. FINANCEIRA COMPLEMENTAR PISO SALARIAL ENFERMAGEM PT 597/23 STN 600";"0,00";"0,00";"468.466,90";"0,00";"468.466,90"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"22";"3020016 - FNS MAC -  PROGRAMA MAIS ACESSO A ESPECIALISTAS - PMAE GND 3 PT 6186/24 STN 621";"0,00";"0,00";"329.946,60";"0,00";"329.946,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"18";"2820000 - FNDE - QSE ENSINO FUNDAMENTAL - QUOTA SALARIO EDUCACAO - STN 550";"384.000,00";"384.000,00";"960.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"106";"3010023 - FNS - INDICADOR DE DESEMPENHO APS ESBQUALIDADE";"341.500,00";"341.500,00";"371.806,38";"0,00";"303.063,80"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"206";"3020017 - FNS MAC - PMAE - COMPONENTE CIRURGIAS GND 3 PT 5820/24 STN 621";"0,00";"0,00";"62.031,21";"0,00";"310.005,54"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"300";"8000113 - FNS AP- INC. CUSTEIO - PT 7860/25 EM. 44440001 DEP. PAULO ALEXANDRE BARBOSA STN 706";"0,00";"0,00";"2.156,57";"0,00";"2.156,57"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"26";"2800000 - FNDE - QSE CRECHE - QUOTA SALARIO EDUCACAO - STN 550";"2.950.000,00";"2.950.000,00";"5.364.261,80";"0,00";"2.414.261,80"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1198";"3030010 - FNS VS - INC.VAC.ESCOLAS, CAMP. NACIONAL POLIO E MONITORAMENTO ESTRATÉGIAS PT 3288/24 GND 3 STN 600";"119.770,00";"119.770,00";"119.770,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"295";"5000057 - MDAFCF - TRGOV. PR.59720/23 REFORMA DE UNIDADE DE ACOLHIMENTO  - STN 665";"0,00";"0,00";"3.607,25";"0,00";"3.607,25"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"160";"8000089 - MF - TRANSF.ESP. EC 105/19 GND 4 EM. 202444290001 - MAURICIO NEVES - STN 706";"0,00";"0,00";"37.799,99";"0,00";"37.799,99"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"93";"5000054 - FNAS - PROG. DE FORTALECIMENTO EMERGENCIAL DO ATEND DO CADASTRO UNICO NO SUAS - PROCAD-SUAS -STN 660";"0,00";"0,00";"3.413,72";"0,00";"3.413,72"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"844";"5000017 - FNAS AEPETI - ACOES ESTRATEGICAS DO PETI STN 660";"0,00";"0,00";"2.565,17";"0,00";"2.565,17"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"245";"2880000 - FNDE - PNATE ENSINO FUNDAMENTAL - PROGRAMA NACIONAL TRANSPORTE ESCOLAR - STN 553";"70.000,00";"70.000,00";"102.974,44";"0,00";"65.948,88"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"23";"3700001 - FNS GS - ASSIST. FINANCEIRA COMPLEMENTAR PISO SALARIAL ENFERMAGEM PT 597/23 STN 600";"3.062.300,00";"3.062.300,00";"5.569.680,27";"0,00";"2.507.380,27"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1143";"3050014 - FNS GS-PROG.FINANC.ACOES ALIMENTACAO NUTRICAO-FAN STN 600";"40.250,00";"40.250,00";"85.429,77";"0,00";"45.179,77"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"268";"1000158 - MC - P+B PR.52492/2023 C.V.  946374/2023 -INFRAESTRUTURA URBANA - REQUALIFICAÇÃO VIÁRIA  STN 700";"0,00";"0,00";"10.855,82";"8.810,58";"10.855,82"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"88";"8000070 - FNAS SIGTV 355410220230001 GND 4 EM. 202330890009 EDUARDO CURY STN 706";"0,00";"0,00";"11.824,77";"0,00";"11.824,77"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.2.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"489";"1400000 - ROYALTIES DA EXPLORACAO DO PETROLEO E GAS NATURAL";"30.354.000,00";"30.354.000,00";"54.661.653,97";"0,00";"24.307.653,97"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1774";"5000043 - BLOCO DA PROTECAO SOCIAL ESPECIAL - BL MAC STN 660";"0,00";"0,00";"25.153,65";"1.648,00";"23.505,65"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.08.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1156";"5000011 - B.F. - INDICE DE GESTAO DESCENTRALIZADA (IGD) STN 660";"306.000,00";"306.000,00";"593.981,86";"0,00";"287.981,86"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"283";"8000110 - FNS MAC - INC. CUSTEIO - PT 7871/25 EM. 43680002 DEP. ERIKA HILTON STN 706";"0,00";"0,00";"5.065,08";"0,00";"5.065,08"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"279";"8000106 - FNS AP - INC. CUSTEIO - PT 7860/25 EM. 25200003 DEP. CARLOS ZARATTINI STN 706";"0,00";"0,00";"5.718,21";"0,00";"5.718,21"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"301";"8000104 - FNAS TC 355410220250002 GND 4 EM.202537170021 MARCIO ALVINO STN 706";"0,00";"0,00";"130.000,00";"0,00";"130.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"18";"2810000 - FNDE - QSE PRÉ-ESCOLA - QUOTA SALARIO EDUCACAO - STN 550";"192.000,00";"192.000,00";"960.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1404";"3030044 - FNS VS-INCEN.FINAN.EXEC.ACOES VIGILANCIA SANITARIA STN 600";"192.500,00";"192.500,00";"208.565,00";"0,00";"144.585,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"241";"2330000 - FNDE - PNAE ENSINO MÉDIO - PROGRAMA NACIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"60.000,00";"60.000,00";"67.550,00";"0,00";"60.400,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"280";"8000107 - FNS AP - INC. CUSTEIO - PT 7860/25 EM. 40360002 DEP. ANTONIO CARLOS RODRIGUES STN 706";"0,00";"0,00";"200.000,00";"0,00";"200.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1323";"3030014 - FNS VS - INCENT. FINAN. VIGILÂNCIA SAÚDE - PROMOÇÃO OFICINAS SGQ (INTEGRAVISA)";"34.050,00";"34.050,00";"34.050,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"31";"2400003 - FNDE - QSE QUOTA SALARIO EDUCAÇÃO EDUCAÇÃO ESPECIAL - STN 570";"950.000,00";"950.000,00";"1.210.207,98";"0,00";"260.207,98"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"291";"8000109 - FNS AP - INC. CUSTEIO - PT 7957/25 EM. 25280006 DEP. JILMAR TATTO STN 706";"0,00";"0,00";"8.874,62";"0,00";"8.874,62"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"107";"5000045 - FNAS - SIGTV ESTRUT. REDE SERVIÇOS SUAS GND 3 PROG.355410220210007 EM. 202181000789 - STN 660";"0,00";"0,00";"45.184,55";"0,00";"45.184,55"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"50";"3010006 - FNS - INDICADOR DE DESEMPENHO APS EAPCOMPONENTE DE VÍNCULO E ACOMPANHAMENTO TERRITORIAL";"0,00";"0,00";"290.250,00";"0,00";"729.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1290";"3020046 - FNS MAC-ATENCAO SAUDE POPULACAO PROCEDIMENTOS MAC STN 600";"16.893.800,00";"16.893.800,00";"20.576.904,12";"63.890,99";"12.321.479,81"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"925";"3010010 - FNS AB-PISO ATENCAO BASICA VARIAVEL";"4.896.000,00";"4.896.000,00";"7.375.370,54";"0,00";"4.063.370,54"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"282";"8000110 - FNS MAC - INC. CUSTEIO - PT 7871/25 EM. 43680002 DEP. ERIKA HILTON STN 706";"0,00";"0,00";"300.000,00";"0,00";"300.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"68";"8000095 - MF - RENDIMENTOS TRANSF.ESP. EC 105/19 EXERC.2021 (Conta 00672012-6) - STN 706";"0,00";"0,00";"2.030,26";"158,41";"2.030,26"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"67";"8000094 - MF -  RENDIMENTOS TRANSF.ESP. EC 105/19 EXERC.2020 (Conta  00672011-8) - STN 706";"0,00";"0,00";"1.907,38";"0,00";"1.907,38"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1633";"3010002 - FNS AB -NOVO FINANCIAMENTO - EQUIPES EAP";"1.872.000,00";"1.872.000,00";"2.624.039,46";"0,00";"1.709.639,46"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.06.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"488";"1000011 - ANM - ROYALTIES CFEM - COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - STN 708";"905.000,00";"905.000,00";"1.712.632,51";"0,00";"807.632,51"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1555";"5000016 - FUNDO MUNIC HABITACAO INTERESSE SOCIAL - FHIS - STN 665";"0,00";"0,00";"34,76";"0,00";"37,89"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"289";"8000111 - FNS MAC - INC. CUSTEIO - PT 7899/25 EM. 40940001 DEP. MARA GABRILLI STN 706";"0,00";"0,00";"7.406,42";"0,00";"7.406,42"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"290";"8000109 - FNS AP - INC. CUSTEIO - PT 7957/25 EM. 25280006 DEP. JILMAR TATTO STN 706";"0,00";"0,00";"500.000,00";"0,00";"500.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"267";"1000158 - MC - P+B PR.52492/2023 C.V.  946374/2023 -INFRAESTRUTURA URBANA - REQUALIFICAÇÃO VIÁRIA  STN 700";"0,00";"0,00";"960.019,00";"0,00";"960.019,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"30 - SECRETARIA  DE CULTURA E ECONOMIA CRIATIVA";"1868";"1000140 - MTUR - P+B CR 919279/21 PR.49334/21 MODERNIZAÇÃO ESPAÇO CULTURAL GND 4 - STN 700";"238.900,00";"238.900,00";"238.900,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"22 - SEC. DE DESENVOLVIMENTO, INOVAÇÃO E TURISMO";"1872";"1000155 - MAP - TRGOV. PR.06419/23  AQUISIÇÃO DE EQUIPAMENTOS AGRÍCOLAS - STN 700";"238.750,00";"238.750,00";"238.750,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.2.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"211";"2420000 - FNDE - PNAE EDUCACAO ESPECIAL - PROGRAMA NAIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"0,00";"0,00";"37.077,00";"0,00";"98.872,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"293";"8000112 - FNS MAC - INC. CUSTEIO - PT 7716/25 EM. 28180002 DEP. TIRIRICA STN 706";"0,00";"0,00";"8.005,02";"0,00";"8.005,02"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"15";"2607003 - EDUCAÇÃO -  FUNDEB - Complementação da União - VAAR";"5.100.000,00";"5.100.000,00";"5.803.981,98";"59.416,17";"644.565,81"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"310";"8020001 - MF - TRANSF.ESP. EC 105/19 GND 3 EM. 2025.1997.0007 - VICENTINHO - STN 706";"0,00";"0,00";"595,47";"0,00";"595,47"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"1975";"3010004 - FNS - INDICADOR DE DESEMPENHO APS ESFCOMPONENTE DE VÍNCULO E ACOMPANHAMENTO TERRITORIAL";"2.448.000,00";"2.448.000,00";"3.246.000,00";"0,00";"2.016.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"192";"8000098 - FNS MAC - CUSTEIO PSM EM. 43060001 ANTONIO C RODRIGUES - PT 6334/24 STN 706";"0,00";"0,00";"4.961,69";"0,00";"4.961,69"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"103";"3010082 - FNS AB-REDE VIVER SEM LIMITES STN 600";"129.200,00";"129.200,00";"139.960,00";"0,00";"107.600,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"18";"2800000 - FNDE - QSE CRECHE - QUOTA SALARIO EDUCACAO - STN 550";"288.000,00";"288.000,00";"960.000,00";"0,00";"0,00"
